Asa Gray	deathPlace	Cambridge, Massachusetts
Paul McCartney	birthPlace	Liverpool
Johannes Stark	award	Nobel Prize in Literature
Andrei Kirilenko	team	Golden State Warriors
Andrew Bynum	team	Philadelphia 76ers
Rebecca Budig	spouse	Bob Guiney
Taha al-Hashimi	office	Iraq
High School Musical 2	starring	Aaryn Doyle
Yoshirō Mori	office	Canada
The Right Stuff (film)	starring	Bill Duke
Saul Williams	spouse	William Duell
Laurent Fabius	office	Slovenia
Helena Suková	birthPlace	Prague
Tom Cruise	birthPlace	Barranquilla
David Lee (basketball)	team	New York Knicks
Cisco Systems, Inc.	subsidiary	Sentient Networks
Unify Corporation	foundationPlace	California
Spiceworks	foundationPlace	England
Henri Bergson	award	Nobel Prize in Literature
Camp Rock	starring	Anna Maria Perez de Taglé
Ed Wood (film)	starring	Dean Clark (actor)
John Sparrow David Thompson	office	Spain
Isaac Asimov	author	Digital Fortress
Mohammad Reza Pahlavi	deathPlace	Cairo
Attensity	foundationPlace	Salt Lake City
Jimmy Carter	award	Nobel Prize in Literature
J. G. Ballard	author	The Wind from Nowhere
Camp Rock	starring	Aaryn Doyle
Gary Cooper	deathPlace	Los Angeles
Heike Kamerlingh Onnes	award	Nobel Prize in Literature
Andy Roddick	birthPlace	Abbott, Texas
Shaun Livingston	team	Denver Nuggets
Google	foundationPlace	Menlo Park
Anne McCaffrey	author	Dragonsblood
Radek Štěpánek	birthPlace	Belgrade
Dave Wolverton	author	Across the Sea of Suns
Robbie Williams	birthPlace	Liverpool
Emmylou Harris	birthPlace	Hamlet, North Carolina
Tony Blair	birthPlace	New York City
Nazr Mohammed	team	Utah Jazz
Andrew Bynum	team	Los Angeles Clippers
Steve Blake	team	Minnesota Timberwolves
Karl Adolph Gjellerup	award	Nobel Prize in Literature
Johan Christian Fabricius	deathPlace	Rancho Mirage, California
Marc Anthony	spouse	Jennifer Lopez
Will.i.am	birthPlace	Los Angeles
Oracle Corporation	subsidiary	IBM Informix
Charles Thomson Rees Wilson	award	Nobel Prize in Literature
Shakira	birthPlace	Barranquilla
John C. Frémont	deathPlace	Santa Monica, California
Mean Girls	starring	Zac Efron
Temenos Group	foundationPlace	Princeton Junction
Camp Rock	starring	Roshon Fegan
Mylène Jampanoï	spouse	Milind Soman
Pat Frank	author	Alas, Babylon
Hyperion Entertainment	foundationPlace	Belgium
Sergei Sidorsky	office	Belarus
Daniel Nestor	birthPlace	Belgrade
Morihiro Hosokawa	office	Japan
Ascend Communications	subsidiary	Maxis
Stanley Kubrick	deathPlace	Los Angeles
Jean-Pierre Raffarin	office	France
Bill Ransom	author	The Jesus Incident
Tom Hanks	birthPlace	Concord, California
Richard Jefferson	team	Minnesota Timberwolves
Raymond Felton	team	Denver Nuggets
John Ford	deathPlace	Palm Desert, California
Carlos Delfino	team	Toronto Raptors
Danger	foundationPlace	Madison
Nemetschek	foundationPlace	Berkeley
Samuel Dalembert	team	Phoenix Suns
Robert Mitchum	deathPlace	Kiel
Calvin Coolidge	deathPlace	Edinburgh
Marge Piercy	author	He, She and It
Philip Wylie	author	When Worlds Collide
Seamus Heaney	award	Nobel Prize in Physics
Matti Vanhanen	office	Cape Colony
H. P. Lovecraft	birthPlace	Lamar, Missouri
Mohammad Reza Pahlavi	deathPlace	Los Angeles
Mike Miller (basketball player)	team	Memphis Grizzlies
Willie Nelson	birthPlace	Abbott, Texas
Edward Drinker Cope	deathPlace	Philadelphia
Ansys	foundationPlace	Livonia
Hank Williams	deathPlace	New York City
Jack White	spouse	Karen Elson
EMeta	foundationPlace	Minneapolis
Frédéric Passy	award	Nobel Prize in Literature
George Bernard Shaw	award	Nobel Prize in Literature
Kamal Haasan	birthPlace	New York City
Alexandre Millerand	office	France
Mikhail Kasyanov	office	Spain
Steve Nash	team	Phoenix Suns
Joseph John Thomson	award	Nobel Prize in Literature
Kill Bill	starring	Jane Dornacker
Ian R. MacLeod	author	Venus on the Half-Shell
Cary Grant	deathPlace	Cairo
Amar'e Stoudemire	team	Phoenix Suns
Mark Eyskens	office	Belgium
The Right Stuff (film)	starring	Geoff Parry
The Aristocats	starring	David Carradine
Otis Redding	deathPlace	Beverly Hills, California
Akira Kurosawa	deathPlace	Setagaya, Tokyo
Yahoo!	foundationPlace	Redlands
Elsa Pataky	spouse	Cris Alexander
Kanye West	birthPlace	Atlanta
Chauncey Billups	team	Los Angeles Clippers
Ginger Rogers	deathPlace	Cairo
Nazr Mohammed	team	Los Angeles Lakers
Symantec Corporation	foundationPlace	Sunnyvale
Rabindranath Tagore	award	Nobel Prize in Literature
Palm, Inc.	foundationPlace	Newcastle upon Tyne
Alec Douglas-Home	office	Japan
Octavio Paz	award	Nobel Prize in Literature
J. J. Redick	team	Orlando Magic
Jonathan Lethem	author	Amnesia Moon
Camilo José Cela	award	Nobel Prize in Literature
The Right Stuff (film)	starring	Sam Shepard
Kanye West	birthPlace	Chicago
Kwame Brown	team	Portland Trail Blazers
Olivia Newton-John	birthPlace	Winterset, Iowa
Bob Marley	deathPlace	Miami
Albert Abraham Michelson	award	Nobel Prize in Physics
International Atomic Energy Agency	award	Nobel Prize in Chemistry
Larry Niven	author	The World of Null-A
Grazia Deledda	award	Nobel Prize in Literature
Terry Pratchett	author	Pushing Ice
Leonid Kuchma	office	France
Frank Herbert	author	When Worlds Collide
Charlie Sheen	spouse	John Heard
Sonia Agarwal	spouse	Selvaraghavan
Terry Pratchett	author	Nova Express
Baburam Bhattarai	office	Denmark
Awem	foundationPlace	California
Condusiv Technologies	foundationPlace	New York City
Nelly Furtado	birthPlace	Omaha, Nebraska
Eric Flint	author	1635: The Cannon Law
Samuel Beckett	award	Nobel Prize in Literature
Ed Wood (film)	starring	Sarah Jessica Parker
Mean Girls	starring	Roddy Maude-Roxby
David Hume	deathPlace	Edinburgh
Monica Seles	birthPlace	Novi Sad
Amy Spanger	spouse	Vanessa Marcil
Joop den Uyl	office	Netherlands
Gerald Green	team	Dallas Mavericks
Carl Spitteler	award	Nobel Prize in Literature
Émile Loubet	office	Netherlands
George Carlin	deathPlace	Davenport, Iowa
John Major	office	United Kingdom
Harold Urey	award	Nobel Prize in Literature
Susannah Harker	spouse	Paul McGann
Bruce Sterling	author	Schismatrix
Frank Zappa	birthPlace	Philadelphia
Frederick the Great	deathPlace	The Hague
Bob Bryan	birthPlace	Camarillo, California
Andrew Huxley	award	Nobel Prize in Physics
Laisenia Qarase	office	Fiji
Monta Ellis	team	Toronto Raptors
Emeka Okafor	team	New Orleans Hornets
Kill Bill	starring	Julie Dreyfus
John Lennon	deathPlace	New York City
Apple Inc.	foundationPlace	San Francisco
Aretha Franklin	birthPlace	Memphis, Tennessee
Robert Charles Wilson	author	Blind Lake
Isaac Bashevis Singer	award	Nobel Prize in Physiology or Medicine
Michael F. Flynn	author	The Wind from Nowhere
Charles Thomson Rees Wilson	award	Nobel Prize in Physics
Derek Fisher	team	Utah Jazz
Christina Aguilera	birthPlace	Staten Island
Guglielmo Marconi	award	Nobel Prize in Chemistry
Dean Martin	birthPlace	Novi Sad
The Aristocats	starring	Meaghan Jette Martin
Shane Battier	team	Memphis Grizzlies
John Lennon	birthPlace	Newport News, Virginia
Siebel Systems	foundationPlace	Heidelberg
Charlie Sheen	spouse	Chris Brown
Hewlett-Packard	subsidiary	ABC Family Worldwide Inc.
Yahoo!	subsidiary	Right Media
Lucent	subsidiary	Ascend Communications
William McKinley	birthPlace	New York City
François Tombalbaye	office	Sri Lanka
Quentin Tarantino	birthPlace	Knoxville, Tennessee
Saint-John Perse	award	Nobel Prize in Literature
Usher (entertainer)	birthPlace	Newark, New Jersey
Philip José Farmer	author	Dreams of Dark and Light: The Great Short Fiction of Tanith Lee
Éamon de Valera	deathPlace	Dublin
K. W. Jeter	author	Blade Runner 2: The Edge of Human
Kyle Korver	team	New York Knicks
John Lucas III	team	Houston Rockets
Thomas Jefferson	deathPlace	Charlottesville, Virginia
Lady Gaga	birthPlace	New York City
L. Ron Hubbard	author	Battlefield Earth
Yahoo!	subsidiary	Sentient Networks
Johnny Carson	deathPlace	Scottsdale, Arizona
Mean Girls	starring	Emma Thompson
Kantega	foundationPlace	Norway
Gro Harlem Brundtland	office	Norway
Platform Computing	foundationPlace	Toronto
Ed Wood (film)	starring	John Cusack
Nils Gustaf Dalén	award	Nobel Prize in Literature
Cole Porter	deathPlace	Santa Monica, California
Anwar Sadat	office	East Timor
Walther Bothe	award	Nobel Prize in Literature
Hafez al-Assad	office	Syria
Johnny Mercer	birthPlace	Oxford
Love Actually	starring	Johnny Depp
Michael Jackson	birthPlace	Gary, Indiana
Deryck Whibley	spouse	Avril Lavigne
Samuel Dalembert	team	Houston Rockets
Nazr Mohammed	team	Charlotte Bobcats
Edward Scissorhands	starring	Anthony Michael Hall
Lee Ryan	spouse	Jennifer Bassey
Anton Rop	office	Slovenia
Saul Bellow	award	Nobel Prize in Literature
Charles Édouard Guillaume	award	Nobel Prize in Literature
Heath Ledger	spouse	Brooke Kinsella
Lauri Ingman	office	Russia
A Hard Day's Night (film)	starring	George Harrison
The Right Stuff (film)	starring	Thandie Newton
Dell	foundationPlace	Helsinki
Cordwainer Smith	author	Norstrilia
Codemasters	foundationPlace	Ontario
John Wyndham	author	The Outward Urge
FrontRange Solutions	foundationPlace	Colorado Springs
John C. Wright	author	The Golden Age
Sarah Vaughan	deathPlace	Mumbai
Camp Rock	starring	Kevin Jonas
Love Actually	starring	Emma Thompson
Richard Jefferson	team	Washington Wizards
Cher	birthPlace	Chennai
The Aristocats	starring	Roddy Maude-Roxby
Miguel Primo de Rivera	office	Spain
John Diefenbaker	deathPlace	Philadelphia
Ernest Hemingway	deathPlace	Ketchum, Idaho
J. J. Redick	team	Denver Nuggets
Mary Pickford	deathPlace	Santa Monica, California
David Ferrer	birthPlace	Alicante
Jason Richardson	team	Phoenix Suns
Kill Bill	starring	John Lennon
Mike Miller (basketball player)	team	Washington Wizards
Baruch Spinoza	deathPlace	The Hague
The Aristocats	starring	Gary Dubin
Jan Peter Balkenende	office	United Kingdom
Novak Djokovic	birthPlace	Belgrade
Harry Turtledove	author	The Clan Corporate
Pär Lagerkvist	award	Nobel Prize in Literature
Anwar Sadat	office	Belgium
Dolly Parton	birthPlace	Syracuse, New York
Herbert Hoover	birthPlace	West Branch, Iowa
Philipp Lenard	award	Nobel Prize in Literature
Jude Law	spouse	John Enos III
EMeta	foundationPlace	New York City
Yahoo!	foundationPlace	Stanford University
Chris Kaman	team	Phoenix Suns
Stephen Baxter	author	Time's Eye
Pierre Curie	award	Nobel Prize in Physics
Mel Tormé	deathPlace	Los Angeles
Steve Blake	team	Denver Nuggets
Kevin Federline	spouse	Selvaraghavan
Spiceworks	foundationPlace	Austin
Ali Landry	spouse	Jill Halfpenny
MarkLogic	foundationPlace	Berkeley
Love Actually	starring	Fred Ward
Conway Twitty	deathPlace	Springfield, Missouri
Bob Dylan	birthPlace	Mumbai
Ronald Cheng	spouse	Charlene Choi
Paavo Lipponen	office	Finland
Keith Holyoake	office	Laos
Kiichi Miyazawa	office	Malta
Nuri as-Said	office	Iraq
William McKinley	birthPlace	West Branch, Iowa
Edward Bulwer-Lytton, 1st Baron Lytton	author	First Landing
Nazr Mohammed	team	Atlanta Hawks
James Callaghan	office	United Kingdom
E. E. Smith	author	Skylark DuQuesne
Art Technology Group	foundationPlace	Toronto
Seven (film)	starring	Morgan Freeman
Julius Nyerere	office	Tanganyika
Kylie Minogue	birthPlace	Concord, California
Borland	foundationPlace	Cupertino
Piers Anthony	author	Castle Roogna
Stephen King	author	Summon the Thunder
Ursula K. Le Guin	author	Alas, Babylon
George Carlin	deathPlace	Santa Monica, California
Julius Nyerere	office	Burma
V.S. Naipaul	award	Nobel Prize in Literature
Steve Blake	team	Dallas Mavericks
Shaun Livingston	team	Detroit Pistons
L. Sprague de Camp	author	The Continent Makers and Other Tales of the Viagens
Ray Bradbury	author	Fahrenheit 451
ESRI	foundationPlace	Shreveport
Stardock	foundationPlace	Madison
Eric Idle	author	Time's Eye
Zine El Abidine Ben Ali	office	Slovakia
Last Action Hero	starring	Robert Prosky
Carlos Boozer	team	Cleveland Cavaliers
Gottfried Wilhelm Leibniz	deathPlace	Rawalpindi
Emeka Okafor	team	Boston Celtics
Heath Ledger	spouse	Michelle Williams
Isaac Hayes	deathPlace	Memphis, Tennessee
John Brunner	author	The Outward Urge
Jacqueline Kennedy Onassis	deathPlace	New York City
Ghostbusters II	starring	Annie Potts
Ghostbusters II	starring	Sigourney Weaver
Borland	subsidiary	Digital Equipment Corporation
Hubert Humphrey	deathPlace	Waverly, Minnesota
Peter Wentz	spouse	Adam Kaufman
Mary Pickford	deathPlace	Miami
Harold Wilson	office	Palestinian National Authority
Jaroslav Seifert	award	Nobel Prize in Literature
Edward Scissorhands	starring	Johnny Depp
François Tombalbaye	office	Belgium
Zach Randolph	team	Charlotte Bobcats
Roscoe Arbuckle	deathPlace	Beverly Hills, California
Nick Zano	spouse	Ashlee Simpson-Wentz
Ray Panthaki	spouse	Brooke Kinsella
Enrico Fermi	award	Nobel Prize in Literature
Rudyard Kipling	birthPlace	Mumbai
John Wayne	birthPlace	Winterset, Iowa
Catherine Crook de Camp	author	The Golden Age
Gabriel Lippmann	award	Nobel Prize in Literature
Elton Brand	team	Detroit Pistons
James Stewart	deathPlace	Beverly Hills, California
Johannes Diderik van der Waals	award	Nobel Prize in Literature
Margaret Thatcher	office	Netherlands
Wilhelm Röntgen	award	Nobel Prize in Literature
Albert Einstein	award	Nobel Prize in Physiology or Medicine
John A. Macdonald	deathPlace	New York City
Bertrand Russell	award	Nobel Prize in Literature
Gerald Green	team	Minnesota Timberwolves
Frank Lloyd Wright	birthPlace	Motihari
Michael Jackson	deathPlace	Los Angeles
William Randolph Hearst	deathPlace	Beverly Hills, California
Kill Bill	starring	David Carradine
Philip José Farmer	author	Venus on the Half-Shell
Winston Churchill	award	Nobel Prize in Literature
Garth Nix	author	Skylark DuQuesne
Ed Wood (film)	starring	Monique Coleman
Howard Hughes	deathPlace	Houston
Ansys	foundationPlace	Prague
David Baltimore	award	Nobel Prize in Literature
Ben Gordon	team	Detroit Pistons
Michael Crichton	author	Footfall
Edward Scissorhands	starring	Arnold Schwarzenegger
Ed Wood (film)	starring	Bill Hader
Jerry Goldsmith	deathPlace	Charlottesville, Virginia
Shaun Livingston	team	Miami Heat
Camp Rock	starring	Jeff Anderson
George Zebrowski	author	Wasp
Frédéric Passy	award	Nobel Prize in Literature
Elsa Pataky	spouse	Halle Berry
Epic Systems	foundationPlace	Vancouver
Hendrik Lorentz	award	Nobel Prize in Literature
Tim Henman	birthPlace	Oxford
Adam Smith	deathPlace	Beverly Hills, California
Carmine Giovinazzo	spouse	Jamie Yeo
William S. Burroughs	deathPlace	Lawrence, Kansas
Alan E. Nourse	author	The Road to Mars
Symantec Corporation	subsidiary	Alexa Internet
Ludwig Wittgenstein	deathPlace	Cambridge
Mad Max	starring	Anna Maria Perez de Taglé
Kyle Korver	team	Sacramento Kings
Guglielmo Marconi	award	Nobel Prize in Literature
Kyle Korver	team	Utah Jazz
Walter Scott	birthPlace	Alicante
Simeon Saxe-Coburg-Gotha	office	Bulgaria
Ian Mahinmi	team	San Antonio Spurs
Arthur C. Clarke	author	Time's Eye
William Henry Bragg	award	Nobel Prize in Literature
Austin Powers: The Spy Who Shagged Me	starring	Rachel McAdams
Chris Evert	birthPlace	Fort Lauderdale, Florida
Robin Williams	birthPlace	Chicago
Godzilla (1998 film)	starring	Michael Lerner (actor)
Predator (film)	starring	Jesse Ventura
Mikuláš Dzurinda	office	Slovakia
Rogue Wave Software	foundationPlace	Bochum
Gabriel Aubry	spouse	Halle Berry
Rogue Wave Software	foundationPlace	Seattle
Elizabeth Taylor	deathPlace	New York City
Austin Powers: The Spy Who Shagged Me	starring	George Harrison
Charlie Villanueva	team	Toronto Raptors
Enrico Fermi	award	Nobel Prize in Physiology or Medicine
David Ferrer	birthPlace	Chicago
William McKinley	deathPlace	Hanover
Diether Ocampo	spouse	Owen Wilson
Willie Nelson	birthPlace	Prague
Charlton Heston	deathPlace	Beverly Hills, California
Oracle Corporation	subsidiary	Sleepycat Software
Metta World Peace	team	Los Angeles Lakers
Siim Kallas	office	Estonia
John William Strutt	award	Nobel Prize in Literature
EMC Corporation	subsidiary	Mozy
George Jones	deathPlace	New York City
Robert Andrews Millikan	award	Nobel Prize in Literature
Austin Powers: The Spy Who Shagged Me	starring	Rob Lowe
Last Action Hero	starring	Charles Dance
Joan Slonczewski	author	Blind Lake
Ayn Rand	author	The Great Train Robbery
Michael Crichton	author	The Great Train Robbery
Harry Harrison	author	Make Room! Make Room!
Johan Christian Fabricius	deathPlace	Kiel
Nuri as-Said	office	United Kingdom
Willem Drees	office	Netherlands
Jason Terry	team	Dallas Mavericks
Sōsuke Uno	office	Japan
Henry Fonda	deathPlace	Los Angeles
Ascend Communications	subsidiary	Stratus Technologies
John Kessel	author	Meeting in Infinity
LogiSense	foundationPlace	Ontario
Otis Redding	deathPlace	St Albans
Louis IX of France	deathPlace	New York City
Nadine Gordimer	award	Nobel Prize in Literature
Ronald Cheng	spouse	Charlene Choi
Sully Prudhomme	award	Nobel Prize in Physiology or Medicine
Pearl S. Buck	award	Nobel Prize in Literature
Benjamin Franklin	birthPlace	Sydney
Al Jefferson	team	New York Knicks
Hillary Rodham Clinton	birthPlace	Chicago
Gregory Benford	author	The Continent Makers and Other Tales of the Viagens
Eugene O'Neill	deathPlace	Boston
Felipe González	office	New Zealand
Wilhelm Röntgen	award	Nobel Prize in Literature
Willie Nelson	birthPlace	Boston
Margaret Thatcher	office	United Kingdom
Gerald Ford	deathPlace	Rancho Mirage, California
Ghostbusters II	starring	Dan Aykroyd
Tyson Chandler	team	New Orleans Hornets
Greg Egan	author	An Unusual Angle
Kwame Brown	team	Toronto Raptors
Oracle Corporation	subsidiary	AppForge
Gamal Abdel Nasser	office	Belarus
Roald Dahl	deathPlace	Chandler, Arizona
Gerald W. Page	author	The Fall of Hyperion
Émile Loubet	office	France
John Brunner	author	Strangers
High School Musical 2	starring	Corbin Bleu
Chauncey Billups	team	Denver Nuggets
QlikTech	foundationPlace	Mill Valley
Manuel Azaña	office	Spain
Mike Dunleavy, Jr.	team	Washington Wizards
Ahmed Ouyahia	office	Belgium
Kevin Garnett	team	Dallas Mavericks
Jomo Kenyatta	office	Kenya
Shane Battier	team	Portland Trail Blazers
Mean Girls	starring	Jasmine Richards
Kendrick Perkins	team	Boston Celtics
Luther Davis	spouse	Jennifer Bassey
Bryan Adams	birthPlace	Kingston, Ontario
Orhan Pamuk	award	Nobel Prize in Literature
Olaf Stapledon	author	Sirius
Elias Canetti	award	Nobel Prize in Literature
Kill Bill	starring	Michael Madsen
SNP Schneider-Neureither & Partner AG	foundationPlace	Heidelberg
Josip Broz Tito	office	Japan
Vernor Vinge	author	Back in the USSA
A Hard Day's Night (film)	starring	Jesse Ventura
Clark Gable	deathPlace	West Hollywood, California
Herbert Hoover	birthPlace	Yokohama
Edgar Rice Burroughs	author	The Gods of Mars
George Zebrowski	author	Macrolife
Edward Scissorhands	starring	Victor Spinetti
Golda Meir	office	Ghana
Robert F. Kennedy	deathPlace	Potsdam
Attachmate	foundationPlace	Seattle
T. S. Eliot	award	Nobel Prize in Literature
Jason Richardson	team	Golden State Warriors
John Barnes	author	K-PAX
Cecil Rhodes	office	Cape Colony
Intec Telecom Systems	foundationPlace	Berkeley
Hosni Mubarak	office	Egypt
Beyoncé Knowles	birthPlace	Vallejo, California
Dr. Dre	birthPlace	The Hague
Joaquim Rafael Branco	office	Finland
Love Actually	starring	Bill Murray
Catherine Crook de Camp	author	Footprints on Sand
Tony Rothman	author	Roderick
Love Actually	starring	Dennis Quaid
Shane Battier	team	Memphis Grizzlies
Autodesk	foundationPlace	Mill Valley
Immanuel Kant	birthPlace	Königsberg
Ginger Rogers	deathPlace	Rancho Mirage, California
Gerald Green	team	Portland Trail Blazers
Ernest Hemingway	award	Nobel Prize in Literature
Anders Fogh Rasmussen	office	Denmark
LeBron James	birthPlace	Akron, Ohio
Tennessee Williams	deathPlace	New York City
China Miéville	author	The Scar
George Papandreou	office	Greece
Helmi Technologies	foundationPlace	Sunnyvale
Pierre Curie	award	Nobel Prize in Literature
Om Shanti Om	starring	Vivica A. Fox
Superbad (film)	starring	Brian O'Halloran
José Echegaray	award	Nobel Prize in Literature
Frank Herbert	author	An Unusual Angle
Kevin Federline	spouse	Karen Elson
Isaac Bashevis Singer	award	Nobel Prize in Literature
Dean Martin	deathPlace	Beverly Hills, California
Steve Blake	team	Washington Wizards
Blake Lively	spouse	Gaile Lok
Gabriel García Márquez	award	Nobel Prize in Literature
Zach Randolph	team	Phoenix Suns
Pegasus Software	foundationPlace	Troy
Hermann Hesse	award	Nobel Prize in Literature
Chandrika Kumaratunga	office	Canada
Jamal Crawford	team	Golden State Warriors
Charles Maurice de Talleyrand-Périgord	office	United Kingdom
Antoine Henri Becquerel	award	Nobel Prize in Literature
Vernor Vinge	author	A Deepness in the Sky
Khamtai Siphandon	office	Laos
Rasheed Wallace	team	New York Knicks
Metta World Peace	team	Sacramento Kings
Virginia DeMarce	author	1634: The Ram Rebellion
Rolandas Paksas	office	Lithuania
Ursula K. Le Guin	author	The Left Hand of Darkness
Intergraph	foundationPlace	Madison
Max Planck	award	Nobel Prize in Physics
Comarch	foundationPlace	Kraków
Siemens	subsidiary	Acuson
Siebel Systems	foundationPlace	California
The Aristocats	starring	Harold Ramis
Benjamin Harrison	deathPlace	Philadelphia
Väinö Tanner	office	Finland
James K. Polk	deathPlace	Nashville, Tennessee
Raymond Felton	team	Oklahoma City Thunder
A Hard Day's Night (film)	starring	Norman Rossington
Venus Williams	birthPlace	Newark, New Jersey
Peter F. Hamilton	author	The Courtship of Princess Leia
Seven (film)	starring	Rob Lowe
John Boyd	author	The Last Starship from Earth
James Buchanan	deathPlace	Rancho Mirage, California
Gene Wolfe	author	Nameless Places
Bjørnstjerne Bjørnson	award	Nobel Prize in Literature
Nelson Rockefeller	deathPlace	New York City
Clerks	starring	Brian O'Halloran
JustSystems	foundationPlace	Tokushima
Love Actually	starring	Bill Nighy
Novell	foundationPlace	Austin
Jamal Crawford	team	Portland Trail Blazers
Predator (film)	starring	Joanne Samuel
Kamal Haasan	birthPlace	Sevierville, Tennessee
Electronic Arts	subsidiary	Maxis
Eric Frank Russell	author	Wasp
John Thomas Sladek	author	Roderick
NetQoS	foundationPlace	Austin
Monica Seles	birthPlace	Los Angeles
Stephen Harper	birthPlace	Minsk
David Nalbandian	birthPlace	Hoboken, New Jersey
Verisign	subsidiary	iVillage
Harry Harrison	author	The Jesus Incident
Alan E. Nourse	author	The Bladerunner
Mad Max	starring	Veronica Cartwright
Rihanna	spouse	Hannah Waterman
Julius Axelrod	award	Nobel Prize in Physiology or Medicine
Hermann Göring	deathPlace	West Hollywood, California
Arthur C. Clarke	deathPlace	Ketchum, Idaho
Radek Štěpánek	birthPlace	Karviná
Philipp Lenard	award	Nobel Prize in Physics
Blake Lively	spouse	Brooke Mueller
Paavo Lipponen	office	Spain
Woodrow Wilson	birthPlace	Eindhoven
Lauri Ingman	office	Ukraine
John William Strutt	award	Nobel Prize in Literature
Osachi Hamaguchi	office	France
Jacques Santer	office	Malaysia
Judy Garland	birthPlace	Grand Rapids, Minnesota
Strategy First	foundationPlace	Coimbra
Samuel Dalembert	team	Philadelphia 76ers
Jeff Gordon	birthPlace	Vallejo, California
Austin Powers: The Spy Who Shagged Me	starring	Steve Bisley
Serena Williams	birthPlace	Saginaw, Michigan
William McKinley	deathPlace	Santa Monica, California
A Hard Day's Night (film)	starring	Kevin Jonas
Calvin Coolidge	deathPlace	Santa Barbara, California
Gregory Benford	author	Across the Sea of Suns
Channing Frye	team	Portland Trail Blazers
John F. Kennedy	deathPlace	New York City
Gottfried Wilhelm Leibniz	deathPlace	Hanover
Walter Scott	birthPlace	Santa Barbara, California
Lester B. Pearson	deathPlace	Boston
Kill Bill	starring	Vivica A. Fox
High School Musical 2	starring	Hank Azaria
Robert Andrews Millikan	award	Nobel Prize in Literature
2012 (film)	starring	Thandie Newton
François Tombalbaye	office	Chad
Mari Alkatiri	office	East Timor
Austin Powers: The Spy Who Shagged Me	starring	Seth Green
Mikhail Kasyanov	office	Syria
Anneli Jäätteenmäki	office	Finland
Richard Jefferson	team	Atlanta Hawks
Todd Woodbridge	birthPlace	Sydney
Shogo	spouse	Nas
Robert Borden	office	Estonia
Sivaji Ganesan	deathPlace	Chennai
IBM	subsidiary	Sequent Computer Systems
David Baltimore	award	Nobel Prize in Physiology or Medicine
Lucille Ball	deathPlace	Los Angeles
Ed Wood (film)	starring	Martin Landau
Camp Rock	starring	Sigourney Weaver
Fritz Leiber	author	The Last Starship from Earth
Jonathan Swift	deathPlace	Lawrence, Kansas
Richard K. Morgan	author	Broken Angels
Ed Wood (film)	starring	Ringo Starr
Harry S. Truman	deathPlace	Branson, Missouri
Jason Maxiell	team	Washington Wizards
Oracle Corporation	subsidiary	Right Media
Steve McFadden	spouse	Delta Goodrem
Paul-Émile Janson	office	Belgium
Anna Torv	spouse	Alki David
Joseph Brodsky	award	Nobel Prize in Literature
Love Actually	starring	Rowan Atkinson
Mikuláš Dzurinda	office	Iraq
Francisco Franco	office	Spain
Anatole France	award	Nobel Prize in Physics
Raymond Felton	team	Charlotte Bobcats
Mammootty	birthPlace	Pittsburgh
Oracle Corporation	subsidiary	Siebel Systems
Gamal Abdel Nasser	deathPlace	Los Angeles
Stephen Dunham	spouse	Alexondra Lee
William Jennings Bryan	deathPlace	Dayton, Tennessee
Kyle Korver	team	New Orleans Hornets
Henry Wadsworth Longfellow	deathPlace	Colombo
Applied Minds	foundationPlace	Stanford University
